binomial,genus,epithet,family,order,group,nb,nb_sources,nb_countries,nb_sites,wsg_est,wsg_est_trunk,wsg_est_branch,wsg_raw
Schoepfia lucida,Schoepfia,lucida,Schoepfiaceae,Santalales,Angiosperms,1,1,1,1,0.71,0.68,0.68,0.83
Tachigali bracteosa,Tachigali,bracteosa,Fabaceae,Fabales,Angiosperms,2,1,1,2,0.58,0.53,0.57,0.6
Sloanea durissima,Sloanea,durissima,Elaeocarpaceae,Oxalidales,Angiosperms,1,1,1,1,0.62,0.63,0.57,0.54
Tachigali ptychophysca,Tachigali,ptychophysca,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.69,0.61,0.67,0.83
Talisia angustifolia,Talisia,angustifolia,Sapindaceae,Sapindales,Angiosperms,1,1,1,1,0.74,0.79,0.7,0.7
Talisia longifolia,Talisia,longifolia,Sapindaceae,Sapindales,Angiosperms,1,1,1,1,0.76,0.79,0.7,0.78
Talisia mollis,Talisia,mollis,Sapindaceae,Sapindales,Angiosperms,1,1,1,1,0.69,0.75,0.65,0.58
Tapura coriacea,Tapura,coriacea,Dichapetalaceae,Malpighiales,Angiosperms,1,1,1,1,0.54,0.59,0.53,0.42
Tapura singularis,Tapura,singularis,Dichapetalaceae,Malpighiales,Angiosperms,1,1,1,1,0.71,0.69,0.66,0.77
Tetrameranthus laomae,Tetrameranthus,laomae,Annonaceae,Magnoliales,Angiosperms,1,1,1,1,0.58,0.59,0.57,0.64
Tovomita calophyllophylla,Tovomita,calophyllophylla,Clusiaceae,Malpighiales,Angiosperms,1,1,1,1,0.86,0.82,0.81,1.04
Trichilia micropetala,Trichilia,micropetala,Meliaceae,Sapindales,Angiosperms,1,1,1,1,0.7,0.65,0.66,0.79
Vitex duckei,Vitex,duckei,Lamiaceae,Lamiales,Angiosperms,1,1,1,1,0.6,0.58,0.57,0.67
Vitex sprucei,Vitex,sprucei,Lamiaceae,Lamiales,Angiosperms,1,1,1,1,0.59,0.57,0.57,0.65
Vochysia leguiana,Vochysia,leguiana,Vochysiaceae,Myrtales,Angiosperms,2,1,1,2,0.52,0.48,0.52,0.55
Vochysia mapirensis,Vochysia,mapirensis,Vochysiaceae,Myrtales,Angiosperms,1,1,1,1,0.45,0.44,0.46,0.42
Xylopia micans,Xylopia,micans,Annonaceae,Magnoliales,Angiosperms,1,1,1,1,0.64,0.62,0.6,0.71
Jupunba floribunda,Jupunba,floribunda,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.53,0.53,0.54,0.51
Acalypha stenoloba,Acalypha,stenoloba,Euphorbiaceae,Malpighiales,Angiosperms,1,1,1,1,0.52,0.52,0.52,0.53
Aegiphila saltensis,Aegiphila,saltensis,Lamiaceae,Lamiales,Angiosperms,1,1,1,1,0.4,0.4,0.44,0.4
Aiouea grandifolia,Aiouea,grandifolia,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.41,0.4,0.45,0.37
Alchornea acutifolia,Alchornea,acutifolia,Euphorbiaceae,Malpighiales,Angiosperms,1,1,1,1,0.49,0.49,0.48,0.54
Alchornea anamariae,Alchornea,anamariae,Euphorbiaceae,Malpighiales,Angiosperms,1,1,1,1,0.44,0.44,0.46,0.45
Alchornea brittonii,Alchornea,brittonii,Euphorbiaceae,Malpighiales,Angiosperms,1,1,1,1,0.39,0.39,0.43,0.35
Alchornea hilariana,Alchornea,hilariana,Euphorbiaceae,Malpighiales,Angiosperms,1,1,1,1,0.49,0.49,0.48,0.53
Alchornea pearcei,Alchornea,pearcei,Euphorbiaceae,Malpighiales,Angiosperms,1,1,1,1,0.44,0.44,0.45,0.44
Alseis microcarpa,Alseis,microcarpa,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.64,0.65,0.58,0.68
Ampelocera verrucosa,Ampelocera,verrucosa,Ulmaceae,Rosales,Angiosperms,1,1,1,1,0.7,0.7,0.64,0.73
Barnadesia caryophylla,Barnadesia,caryophylla,Asteraceae,Asterales,Angiosperms,1,1,1,1,0.57,0.58,0.56,0.6
Beilschmiedia latifolia,Beilschmiedia,latifolia,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.55,0.55,0.55,0.55
Beilschmiedia tovarensis,Beilschmiedia,tovarensis,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.53,0.53,0.55,0.52
Bellucia aequiloba,Bellucia,aequiloba,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.56,0.56,0.55,0.59
Brunellia stenoptera,Brunellia,stenoptera,Brunelliaceae,Oxalidales,Angiosperms,1,1,1,1,0.39,0.39,0.42,0.45
Brunellia weberbaueri,Brunellia,weberbaueri,Brunelliaceae,Oxalidales,Angiosperms,1,1,1,1,0.31,0.3,0.38,0.29
Buddleja montana,Buddleja,montana,Scrophulariaceae,Lamiales,Angiosperms,1,1,1,1,0.51,0.51,0.53,0.5
Byrsonima poeppigiana,Byrsonima,poeppigiana,Malpighiaceae,Malpighiales,Angiosperms,1,1,1,1,0.6,0.61,0.57,0.64
Caraipa myrcioides,Caraipa,myrcioides,Calophyllaceae,Malpighiales,Angiosperms,1,1,1,1,0.65,0.65,0.62,0.66
Caryocar amygdaliforme,Caryocar,amygdaliforme,Caryocaraceae,Malpighiales,Angiosperms,1,1,1,1,0.67,0.67,0.61,0.69
Casearia megacarpa,Casearia,megacarpa,Salicaceae,Malpighiales,Angiosperms,1,1,1,1,0.63,0.63,0.62,0.66
Casearia tachirensis,Casearia,tachirensis,Salicaceae,Malpighiales,Angiosperms,1,1,1,1,0.53,0.53,0.57,0.48
Casearia zahlbruckneri,Casearia,zahlbruckneri,Salicaceae,Malpighiales,Angiosperms,1,1,1,1,0.6,0.61,0.61,0.62
Cavendishia bracteata,Cavendishia,bracteata,Ericaceae,Ericales,Angiosperms,1,1,1,1,0.68,0.68,0.63,0.72
Cestrum conglomeratum,Cestrum,conglomeratum,Solanaceae,Solanales,Angiosperms,1,1,1,1,0.5,0.5,0.51,0.5
Chelyocarpus ulei,Chelyocarpus,ulei,Arecaceae,Arecales,Angiosperms,1,1,1,1,0.42,0.42,0.46,0.39
Chrysochlamys ulei,Chrysochlamys,ulei,Clusiaceae,Malpighiales,Angiosperms,1,1,1,1,0.46,0.45,0.48,0.43
Chrysophyllum manaosense,Chrysophyllum,manaosense,Sapotaceae,Ericales,Angiosperms,1,1,1,1,0.7,0.71,0.64,0.75
Citronella incarum,Citronella,incarum,Cardiopteridaceae,Aquifoliales,Angiosperms,1,1,1,1,0.61,0.61,0.58,0.64
Clethra castaneifolia,Clethra,castaneifolia,Clethraceae,Ericales,Angiosperms,1,1,1,1,0.56,0.56,0.53,0.59
Clethra cuneata,Clethra,cuneata,Clethraceae,Ericales,Angiosperms,1,1,1,1,0.52,0.52,0.52,0.53
Clethra ferruginea,Clethra,ferruginea,Clethraceae,Ericales,Angiosperms,1,1,1,1,0.59,0.59,0.55,0.65
Clethra obovata,Clethra,obovata,Clethraceae,Ericales,Angiosperms,1,1,1,1,0.56,0.56,0.53,0.6
Clusia pavonii,Clusia,pavonii,Clusiaceae,Malpighiales,Angiosperms,1,1,1,1,0.62,0.62,0.62,0.65
Clusia sphaerocarpa,Clusia,sphaerocarpa,Clusiaceae,Malpighiales,Angiosperms,1,1,1,1,0.62,0.62,0.62,0.66
Clusia thurifera,Clusia,thurifera,Clusiaceae,Malpighiales,Angiosperms,1,1,1,1,0.64,0.64,0.63,0.69
Clusia trochiformis,Clusia,trochiformis,Clusiaceae,Malpighiales,Angiosperms,1,1,1,1,0.61,0.61,0.61,0.63
Condaminea corymbosa,Condaminea,corymbosa,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.61,0.61,0.59,0.62
Cordia trachyphylla,Cordia,trachyphylla,Boraginaceae,Boraginales,Angiosperms,1,1,1,1,0.51,0.51,0.51,0.53
Coussarea ecuadorensis,Coussarea,ecuadorensis,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.63,0.63,0.58,0.68
Coussarea klugii,Coussarea,klugii,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.63,0.63,0.58,0.68
Cyathea caracasana,Cyathea,caracasana,Cyatheaceae,Cyatheales,Pteridophytes,1,1,1,1,0.37,0.37,0.41,0.39
Cyathea lechleri,Cyathea,lechleri,Cyatheaceae,Cyatheales,Pteridophytes,1,1,1,1,0.35,0.35,0.4,0.35
Cyathostegia matthewsii,Cyathostegia,matthewsii,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.58,0.58,0.57,0.57
Cybianthus comperuvianus,Cybianthus,comperuvianus,Primulaceae,Ericales,Angiosperms,1,1,1,1,0.67,0.67,0.62,0.73
Dendropanax umbellatus,Dendropanax,umbellatus,Araliaceae,Apiales,Angiosperms,1,1,1,1,0.42,0.42,0.46,0.41
Dialypetalanthus fuscescens,Dialypetalanthus,fuscescens,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.61,0.61,0.59,0.63
Dictyocaryum lamarckianum,Dictyocaryum,lamarckianum,Arecaceae,Arecales,Angiosperms,1,1,1,1,0.45,0.45,0.48,0.44
Ecclinusa lancifolia,Ecclinusa,lancifolia,Sapotaceae,Ericales,Angiosperms,1,1,1,1,0.63,0.63,0.57,0.66
Elaeagia mariae,Elaeagia,mariae,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.5,0.5,0.51,0.52
Elaeagia myriantha,Elaeagia,myriantha,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.49,0.49,0.51,0.51
Elaeagia utilis,Elaeagia,utilis,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.45,0.45,0.49,0.42
Elaeoluma nuda,Elaeoluma,nuda,Sapotaceae,Ericales,Angiosperms,1,1,1,1,0.7,0.71,0.63,0.78
Endlicheria klugii,Endlicheria,klugii,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.49,0.49,0.5,0.49
Endlicheria krukovii,Endlicheria,krukovii,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.47,0.47,0.5,0.46
Endlicheria macrophylla,Endlicheria,macrophylla,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.42,0.42,0.47,0.36
Faramea candelabrum,Faramea,candelabrum,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.63,0.64,0.6,0.65
Faramea verticillata,Faramea,verticillata,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.61,0.61,0.59,0.61
Ficus crocata,Ficus,crocata,Moraceae,Rosales,Angiosperms,1,1,1,1,0.44,0.44,0.46,0.47
Ficus macbridei,Ficus,macbridei,Moraceae,Rosales,Angiosperms,1,1,1,1,0.47,0.48,0.47,0.53
Freziera karsteniana,Freziera,karsteniana,Pentaphylacaceae,Ericales,Angiosperms,1,1,1,1,0.57,0.57,0.56,0.58
Freziera lanata,Freziera,lanata,Pentaphylacaceae,Ericales,Angiosperms,1,1,1,1,0.59,0.59,0.57,0.61
Geissospermum reticulatum,Geissospermum,reticulatum,Apocynaceae,Gentianales,Angiosperms,1,1,1,1,0.72,0.73,0.65,0.78
Geonoma brongniartii,Geonoma,brongniartii,Arecaceae,Arecales,Angiosperms,1,1,1,1,0.39,0.39,0.43,0.39
Geonoma undata,Geonoma,undata,Arecaceae,Arecales,Angiosperms,1,1,1,1,0.36,0.36,0.42,0.35
Gordonia pubescens,Gordonia,pubescens,Theaceae,Ericales,Angiosperms,1,1,1,1,0.51,0.51,0.52,0.52
Graffenrieda cucullata,Graffenrieda,cucullata,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.57,0.58,0.55,0.64
Guatteria oblongifolia,Guatteria,oblongifolia,Annonaceae,Magnoliales,Angiosperms,1,1,1,1,0.53,0.53,0.5,0.56
Guatteria terminalis,Guatteria,terminalis,Annonaceae,Magnoliales,Angiosperms,1,1,1,1,0.56,0.56,0.51,0.62
Gynoxys nitida,Gynoxys,nitida,Asteraceae,Asterales,Angiosperms,2,2,2,2,0.57,0.57,0.56,0.6
Haydenoxylon urbanianum,Haydenoxylon,urbanianum,Celastraceae,Celastrales,Angiosperms,1,1,1,1,0.68,0.68,0.63,0.72
Hedyosmum maximum,Hedyosmum,maximum,Chloranthaceae,Chloranthales,Angiosperms,1,1,1,1,0.47,0.47,0.47,0.53
Hedyosmum peruvianum,Hedyosmum,peruvianum,Chloranthaceae,Chloranthales,Angiosperms,1,1,1,1,0.41,0.41,0.44,0.41
Hesperomeles ferruginea,Hesperomeles,ferruginea,Rosaceae,Rosales,Angiosperms,1,1,1,1,0.73,0.73,0.67,0.77
Hillia parasitica,Hillia,parasitica,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.59,0.59,0.58,0.6
Hirtella macrophylla,Hirtella,macrophylla,Chrysobalanaceae,Malpighiales,Angiosperms,1,1,1,1,0.73,0.73,0.69,0.74
Ilex gabrielleana,Ilex,gabrielleana,Aquifoliaceae,Aquifoliales,Angiosperms,1,1,1,1,0.62,0.63,0.57,0.68
Ilex karstenii,Ilex,karstenii,Aquifoliaceae,Aquifoliales,Angiosperms,1,1,1,1,0.61,0.61,0.57,0.65
Ilex nayana,Ilex,nayana,Aquifoliaceae,Aquifoliales,Angiosperms,1,1,1,1,0.56,0.56,0.54,0.55
Ilex sessiliflora,Ilex,sessiliflora,Aquifoliaceae,Aquifoliales,Angiosperms,1,1,1,1,0.59,0.59,0.56,0.62
Ilex trichoclada,Ilex,trichoclada,Aquifoliaceae,Aquifoliales,Angiosperms,1,1,1,1,0.6,0.61,0.56,0.64
Ilex villosula,Ilex,villosula,Aquifoliaceae,Aquifoliales,Angiosperms,1,1,1,1,0.62,0.62,0.57,0.67
Inga killipiana,Inga,killipiana,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.58,0.58,0.58,0.58
Oenocarpus bataua,Oenocarpus,bataua,Arecaceae,Arecales,Angiosperms,2,1,1,1,0.55,0.55,0.55,0.54
Joosia umbellifera,Joosia,umbellifera,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.5,0.49,0.52,0.47
Lacmellea peruviana,Lacmellea,peruviana,Apocynaceae,Gentianales,Angiosperms,1,1,1,1,0.5,0.5,0.5,0.51
Leonia racemosa,Leonia,racemosa,Violaceae,Malpighiales,Angiosperms,1,1,1,1,0.61,0.61,0.58,0.63
Hymenopus hispidus,Hymenopus,hispidus,Chrysobalanaceae,Malpighiales,Angiosperms,1,1,1,1,0.78,0.78,0.73,0.83
Licaria pucheri,Licaria,pucheri,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.74,0.74,0.68,0.79
Lozania mutisiana,Lozania,mutisiana,Lacistemataceae,Malpighiales,Angiosperms,1,1,1,1,0.49,0.49,0.5,0.51
Macrocarpaea maguirei,Macrocarpaea,maguirei,Gentianaceae,Gentianales,Angiosperms,1,1,1,1,0.59,0.59,0.58,0.59
Magnolia amazonica,Magnolia,amazonica,Magnoliaceae,Magnoliales,Angiosperms,1,1,1,1,0.54,0.54,0.53,0.61
Magnolia boliviana,Magnolia,boliviana,Magnoliaceae,Magnoliales,Angiosperms,1,1,1,1,0.55,0.55,0.53,0.62
Magnolia gilbertoi,Magnolia,gilbertoi,Magnoliaceae,Magnoliales,Angiosperms,1,1,1,1,0.55,0.55,0.53,0.63
Hawkesiophyton ulei,Hawkesiophyton,ulei,Solanaceae,Solanales,Angiosperms,1,1,1,1,0.48,0.48,0.5,0.48
Casearia maynacarpa,Casearia,maynacarpa,Salicaceae,Malpighiales,Angiosperms,1,1,1,1,0.57,0.57,0.59,0.56
Meliosma boliviensis,Meliosma,boliviensis,Sabiaceae,Proteales,Angiosperms,1,1,1,1,0.65,0.66,0.55,0.79
Meliosma frondosa,Meliosma,frondosa,Sabiaceae,Proteales,Angiosperms,1,1,1,1,0.61,0.61,0.53,0.71
Meriania cuzcoana,Meriania,cuzcoana,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.48,0.48,0.5,0.49
Mezilaurus campaucola,Mezilaurus,campaucola,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.69,0.69,0.66,0.72
Mezilaurus subcordata,Mezilaurus,subcordata,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.71,0.71,0.67,0.75
Miconia alpina,Miconia,alpina,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.66,0.66,0.61,0.74
Miconia aristata,Miconia,aristata,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.6,0.61,0.58,0.63
Miconia aurea,Miconia,aurea,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.61,0.62,0.59,0.65
Miconia barbeyana,Miconia,barbeyana,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.55,0.55,0.56,0.53
Miconia brachyanthera,Miconia,brachyanthera,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.58,0.58,0.57,0.58
Miconia brevistylis,Miconia,brevistylis,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.56,0.56,0.56,0.54
Miconia bullata,Miconia,bullata,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.61,0.61,0.59,0.64
Miconia centrodesma,Miconia,centrodesma,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.56,0.56,0.57,0.55
Miconia cookii,Miconia,cookii,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.63,0.63,0.6,0.68
Miconia crassistigma,Miconia,crassistigma,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.62,0.63,0.59,0.67
Miconia elongata,Miconia,elongata,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.6,0.61,0.58,0.63
Miconia madisonii,Miconia,madisonii,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.58,0.58,0.58,0.59
Miconia modica,Miconia,modica,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.5,0.49,0.53,0.42
Miconia peruviana,Miconia,peruviana,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.57,0.57,0.57,0.56
Miconia setulosa,Miconia,setulosa,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.62,0.62,0.59,0.66
Miconia spennerostachya,Miconia,spennerostachya,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.57,0.57,0.57,0.56
Miconia terera,Miconia,terera,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.56,0.56,0.57,0.55
Miconia tetragona,Miconia,tetragona,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.6,0.61,0.58,0.63
Miconia theizans,Miconia,theizans,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.57,0.57,0.57,0.56
Mollinedia killipii,Mollinedia,killipii,Monimiaceae,Laurales,Angiosperms,1,1,1,1,0.57,0.57,0.54,0.61
Mollinedia ovata,Mollinedia,ovata,Monimiaceae,Laurales,Angiosperms,1,1,1,1,0.56,0.56,0.53,0.59
Monnina connectisepala,Monnina,connectisepala,Polygalaceae,Fabales,Angiosperms,1,1,1,1,0.55,0.55,0.55,0.58
Myrcia aliena,Myrcia,aliena,Myrtaceae,Myrtales,Angiosperms,1,1,1,1,0.73,0.73,0.68,0.74
Myrcia atrorufa,Myrcia,atrorufa,Myrtaceae,Myrtales,Angiosperms,1,1,1,1,0.72,0.72,0.68,0.73
Myrcia egensis,Myrcia,egensis,Myrtaceae,Myrtales,Angiosperms,1,1,1,1,0.71,0.71,0.68,0.71
Myrcia magnifolia,Myrcia,magnifolia,Myrtaceae,Myrtales,Angiosperms,1,1,1,1,0.76,0.77,0.7,0.81
Myrcia mollis,Myrcia,mollis,Myrtaceae,Myrtales,Angiosperms,1,1,1,1,0.71,0.71,0.68,0.71
Myrsine dependens,Myrsine,dependens,Primulaceae,Ericales,Angiosperms,1,1,1,1,0.67,0.67,0.6,0.71
Myrsine manglillo,Myrsine,manglillo,Primulaceae,Ericales,Angiosperms,1,1,1,1,0.66,0.66,0.59,0.69
Myrsine pellucida,Myrsine,pellucida,Primulaceae,Ericales,Angiosperms,1,1,1,1,0.64,0.64,0.58,0.65
Myrsine youngii,Myrsine,youngii,Primulaceae,Ericales,Angiosperms,1,1,1,1,0.69,0.7,0.61,0.76
Damburneya bicolor,Damburneya,bicolor,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.5,0.5,0.51,0.53
Nectandra longifolia,Nectandra,longifolia,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.46,0.45,0.49,0.41
Neea dimorphophylla,Neea,dimorphophylla,Nyctaginaceae,Caryophyllales,Angiosperms,1,1,1,1,0.58,0.58,0.57,0.66
Neea virens,Neea,virens,Nyctaginaceae,Caryophyllales,Angiosperms,1,1,1,1,0.5,0.5,0.53,0.52
Nordenstamia repanda,Nordenstamia,repanda,Asteraceae,Asterales,Angiosperms,1,1,1,1,0.57,0.58,0.56,0.6
Ocotea glabriflora,Ocotea,glabriflora,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.62,0.62,0.59,0.71
Oreopanax capitatus,Oreopanax,capitatus,Araliaceae,Apiales,Angiosperms,1,1,1,1,0.54,0.54,0.53,0.56
Oreopanax kuntzei,Oreopanax,kuntzei,Araliaceae,Apiales,Angiosperms,1,1,1,1,0.5,0.5,0.51,0.48
Oreopanax microflorus,Oreopanax,microflorus,Araliaceae,Apiales,Angiosperms,1,1,1,1,0.47,0.47,0.5,0.43
Oreopanax ruizii,Oreopanax,ruizii,Araliaceae,Apiales,Angiosperms,1,1,1,1,0.61,0.61,0.56,0.7
Ouratea iquitosensis,Ouratea,iquitosensis,Ochnaceae,Malpighiales,Angiosperms,1,1,1,1,0.73,0.74,0.67,0.77
Palicourea stipularis,Palicourea,stipularis,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.48,0.48,0.49,0.47
Panopsis pearcei,Panopsis,pearcei,Proteaceae,Proteales,Angiosperms,1,1,1,1,0.48,0.48,0.51,0.48
Parinari parilis,Parinari,parilis,Chrysobalanaceae,Malpighiales,Angiosperms,1,1,1,1,0.61,0.61,0.61,0.57
Pentagonia parvifolia,Pentagonia,parvifolia,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.58,0.58,0.55,0.63
Perrottetia sessiliflora,Perrottetia,sessiliflora,Dipentodontaceae,Huerteales,Angiosperms,1,1,1,1,0.46,0.46,0.47,0.48
Persea corymbosa,Persea,corymbosa,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.48,0.48,0.5,0.46
Persea mutisii,Persea,mutisii,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.52,0.52,0.52,0.54
Persea peruviana,Persea,peruviana,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.47,0.47,0.5,0.44
Phenakospermum guyannense,Phenakospermum,guyannense,Strelitziaceae,Zingiberales,Angiosperms,1,1,1,1,0.54,0.54,0.52,0.59
Phytelephas macrocarpa,Phytelephas,macrocarpa,Arecaceae,Arecales,Angiosperms,1,1,1,1,0.42,0.42,0.46,0.39
Platypodium viride,Platypodium,viride,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.72,0.72,0.68,0.75
Pleurothyrium poeppigii,Pleurothyrium,poeppigii,Lauraceae,Laurales,Angiosperms,1,1,1,1,0.44,0.44,0.46,0.47
Polylepis pauta,Polylepis,pauta,Rosaceae,Rosales,Angiosperms,1,1,1,1,0.69,0.69,0.64,0.69
Polylepis sericea,Polylepis,sericea,Rosaceae,Rosales,Angiosperms,1,1,1,1,0.71,0.71,0.65,0.73
Pourouma herrerensis,Pourouma,herrerensis,Urticaceae,Rosales,Angiosperms,1,1,1,1,0.39,0.38,0.5,0.38
Protium montanum,Protium,montanum,Burseraceae,Sapindales,Angiosperms,1,1,1,1,0.54,0.54,0.55,0.53
Protium plagiocarpium,Protium,plagiocarpium,Burseraceae,Sapindales,Angiosperms,1,1,1,1,0.55,0.55,0.55,0.55
Prunus huantensis,Prunus,huantensis,Rosaceae,Rosales,Angiosperms,1,1,1,1,0.67,0.68,0.63,0.75
Prunus integrifolia,Prunus,integrifolia,Rosaceae,Rosales,Angiosperms,1,1,1,1,0.63,0.63,0.61,0.66
Rauvolfia leptophylla,Rauvolfia,leptophylla,Apocynaceae,Gentianales,Angiosperms,1,1,1,1,0.57,0.57,0.52,0.62
Rauvolfia sprucei,Rauvolfia,sprucei,Apocynaceae,Gentianales,Angiosperms,1,1,1,1,0.49,0.48,0.48,0.46
Ruprechtia tangarana,Ruprechtia,tangarana,Polygonaceae,Caryophyllales,Angiosperms,1,1,1,1,0.6,0.6,0.58,0.64
Ruptiliocarpon caracolito,Ruptiliocarpon,caracolito,Lepidobotryaceae,Celastrales,Angiosperms,1,1,1,1,0.61,0.61,0.58,0.64
Rustia rubra,Rustia,rubra,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.58,0.58,0.56,0.63
Saracha punctata,Saracha,punctata,Solanaceae,Solanales,Angiosperms,1,1,1,1,0.54,0.54,0.53,0.56
Sciodaphyllum allocotanthum,Sciodaphyllum,allocotanthum,Araliaceae,Apiales,Angiosperms,1,1,1,1,0.49,0.49,0.49,0.52
Senna silvestris,Senna,silvestris,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.59,0.59,0.6,0.6
Sessea dependens,Sessea,dependens,Solanaceae,Solanales,Angiosperms,1,1,1,1,0.6,0.6,0.57,0.66
Simira macrocrater,Simira,macrocrater,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.66,0.66,0.63,0.68
Siphocampylus vatkeanus,Siphocampylus,vatkeanus,Campanulaceae,Asterales,Angiosperms,1,1,1,1,0.59,0.59,0.55,0.65
Solanum endopogon,Solanum,endopogon,Solanaceae,Solanales,Angiosperms,1,1,1,1,0.35,0.34,0.43,0.28
Sterculia peruviana,Sterculia,peruviana,Malvaceae,Malvales,Angiosperms,1,1,1,1,0.44,0.44,0.49,0.48
Strychnos tarapotensis,Strychnos,tarapotensis,Loganiaceae,Gentianales,Angiosperms,1,1,1,1,0.57,0.57,0.59,0.54
Styloceras brokawii,Styloceras,brokawii,Buxaceae,Buxales,Angiosperms,1,1,1,1,0.62,0.62,0.6,0.64
Symplocos arechea,Symplocos,arechea,Symplocaceae,Ericales,Angiosperms,1,1,1,1,0.46,0.46,0.46,0.42
Symplocos baehnii,Symplocos,baehnii,Symplocaceae,Ericales,Angiosperms,1,1,1,1,0.56,0.57,0.51,0.62
Symplocos fuliginosa,Symplocos,fuliginosa,Symplocaceae,Ericales,Angiosperms,1,1,1,1,0.45,0.45,0.46,0.4
Symplocos psiloclada,Symplocos,psiloclada,Symplocaceae,Ericales,Angiosperms,1,1,1,1,0.55,0.56,0.5,0.6
Symplocos quitensis,Symplocos,quitensis,Symplocaceae,Ericales,Angiosperms,1,1,1,1,0.51,0.51,0.48,0.52
Tachigali macbridei,Tachigali,macbridei,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.54,0.53,0.59,0.53
Ternstroemia brachypoda,Ternstroemia,brachypoda,Pentaphylacaceae,Ericales,Angiosperms,1,1,1,1,0.64,0.65,0.61,0.7
Ternstroemia globiflora,Ternstroemia,globiflora,Pentaphylacaceae,Ericales,Angiosperms,1,1,1,1,0.64,0.64,0.61,0.69
Tibouchina dimorphophylla,Tibouchina,dimorphophylla,Melastomataceae,Myrtales,Angiosperms,1,1,1,1,0.61,0.61,0.58,0.64
Tontelea attenuata,Tontelea,attenuata,Celastraceae,Celastrales,Angiosperms,1,1,1,1,0.64,0.65,0.6,0.7
Toulicia reticulata,Toulicia,reticulata,Sapindaceae,Sapindales,Angiosperms,1,1,1,1,0.61,0.62,0.59,0.61
Tovomita laurina,Tovomita,laurina,Clusiaceae,Malpighiales,Angiosperms,1,1,1,1,0.71,0.71,0.7,0.7
Trattinnickia boliviana,Trattinnickia,boliviana,Burseraceae,Sapindales,Angiosperms,1,1,1,1,0.47,0.47,0.51,0.47
